README FIRST
-----
Fields:

Registration date
Total usage time	(in hours)
Pets				(YES or NO)
Carpet score		(1 to 9)
Sent for repair		(YES or NO)
Failure date
Battery, Impact sensor and IR sensor status	(OK or Damage)
----
Registration date,Total usage time,Pets,Carpet score,Sent for repair,Failure date,Battery status,Impact status,IR status
21Sep2019,87,NO,4,NO,---,---,---,---
26Apr2017,2374,YES,2,NO,---,---,---,---
14Jul2018,601,NO,1,NO,---,---,---,---
7Mar2019,493,YES,2,NO,---,---,---,---
31Mar2015,1892,NO,2,NO,---,---,---,---
7Jan2017,1887,YES,1,NO,---,---,---,---
14Sep2017,570,NO,2,NO,---,---,---,---
31Aug2018,724,YES,3,NO,---,---,---,---
24Sep2015,1852,YES,2,YES,5May2017,Damage,OK,OK
28Oct2016,998,NO,3,NO,---,---,---,---
6Feb2015,1186,YES,7,YES,13Jan2016,Damage,OK,OK
17Jan2015,2109,NO,2,NO,---,---,---,---
24Dec2018,725,YES,4,NO,---,---,---,---
29May2018,590,NO,2,NO,---,---,---,---
17Feb2015,2015,NO,3,NO,---,---,---,---
10Jul2016,1718,YES,2,YES,24May2018,Damage,OK,OK
28Sep2019,355,YES,3,NO,---,---,---,---
31May2016,1203,NO,4,NO,---,---,---,---
16Oct2016,1571,NO,2,NO,---,---,---,---
4Jul2017,527,NO,5,NO,---,---,---,---
29Apr2016,2757,YES,5,NO,---,---,---,---
21Jul2019,197,NO,2,NO,---,---,---,---
26Nov2015,1400,NO,3,NO,---,---,---,---
30Jan2018,555,NO,3,NO,---,---,---,---
29Mar2015,1752,NO,4,NO,---,---,---,---
31Dec2018,966,YES,1,NO,---,---,---,---
23Apr2018,820,YES,7,NO,---,---,---,---
4Sep2018,687,YES,4,YES,10May2019,Damage,OK,OK
21Mar2015,2704,YES,3,NO,---,---,---,---
13Sep2017,926,NO,5,NO,---,---,---,---
16Feb2018,657,NO,4,NO,---,---,---,---
29Sep2018,1212,YES,2,NO,---,---,---,---
1Oct2015,1145,NO,3,NO,---,---,---,---
23Mar2017,2291,YES,4,NO,---,---,---,---
30Jun2018,894,YES,4,NO,---,---,---,---
13Jul2015,1393,NO,3,NO,---,---,---,---
10Nov2018,188,NO,2,NO,---,---,---,---
7Mar2018,701,YES,3,NO,---,---,---,---
17Dec2017,1701,YES,2,NO,---,---,---,---
21Jan2015,2216,NO,2,YES,8May2019,OK,Damage,OK
6Feb2015,2881,YES,3,YES,29Nov2018,OK,OK,OK
23Oct2015,2836,YES,3,YES,27Jan2019,Damage,OK,OK
5May2015,1598,NO,3,YES,30Oct2019,Damage,OK,OK
19May2017,1897,YES,5,NO,---,---,---,---
1Dec2019,31,NO,2,NO,---,---,---,---
7Mar2017,1231,NO,1,NO,---,---,---,---
28Sep2019,119,NO,4,NO,---,---,---,---
7Sep2016,1866,NO,3,NO,---,---,---,---
17Jun2017,1396,NO,1,NO,---,---,---,---
12Mar2019,305,NO,4,NO,---,---,---,---
17Feb2019,648,YES,5,NO,---,---,---,---
18Sep2015,2656,YES,4,NO,---,---,---,---
30Jul2015,1467,NO,3,NO,---,---,---,---
9Jan2015,2202,YES,2,YES,12Jun2019,OK,Damage,OK
15Sep2018,1341,YES,3,NO,---,---,---,---
29Nov2018,594,NO,2,NO,---,---,---,---
25Jan2016,1363,NO,4,NO,---,---,---,---
3Aug2017,1172,NO,1,NO,---,---,---,---
17Dec2015,1012,YES,1,YES,6Apr2017,OK,OK,Damage
14Apr2017,986,NO,3,NO,---,---,---,---
19Aug2017,2052,YES,6,YES,24Jul2019,Damage,OK,OK
27Sep2016,1043,NO,2,NO,---,---,---,---
16Sep2018,554,YES,2,NO,---,---,---,---
25Mar2015,2071,NO,2,NO,---,---,---,---
3Jun2016,1083,NO,4,NO,---,---,---,---
8Nov2015,1733,NO,4,NO,---,---,---,---
17May2016,867,NO,5,NO,---,---,---,---
21Jun2018,437,NO,1,NO,---,---,---,---
28Mar2019,332,YES,1,NO,---,---,---,---
15Jul2017,2064,YES,2,NO,---,---,---,---
8Oct2019,90,NO,2,NO,---,---,---,---
23May2015,1690,NO,4,YES,24May2019,Damage,OK,OK
12Aug2017,1374,NO,3,NO,---,---,---,---
17Aug2018,620,NO,5,NO,---,---,---,---
3Jul2015,1628,NO,4,NO,---,---,---,---
2Dec2018,383,NO,2,NO,---,---,---,---
1Apr2017,833,NO,3,NO,---,---,---,---
26Mar2017,1571,YES,2,NO,---,---,---,---
26Aug2018,466,NO,6,NO,---,---,---,---
20Jun2017,1628,YES,3,NO,---,---,---,---
15Jul2015,1502,YES,3,YES,4Nov2016,Damage,OK,OK
9Aug2019,223,NO,5,NO,---,---,---,---
14Mar2016,2013,YES,4,NO,---,---,---,---
8Apr2018,285,YES,4,NO,---,---,---,---
3Jun2019,329,YES,2,NO,---,---,---,---
11Jun2019,339,YES,1,NO,---,---,---,---
17Nov2019,117,YES,3,NO,---,---,---,---
30May2017,1660,YES,4,NO,---,---,---,---
25Jun2015,1193,YES,5,YES,9Sep2017,OK,OK,Damage
27Aug2019,329,YES,3,NO,---,---,---,---
31Jul2016,2471,YES,3,YES,26May2019,Damage,OK,OK
7May2017,884,NO,3,NO,---,---,---,---
12Oct2017,784,NO,4,NO,---,---,---,---
7Feb2019,266,NO,1,NO,---,---,---,---
7Mar2018,612,NO,5,NO,---,---,---,---
28Oct2016,1453,NO,2,NO,---,---,---,---
26May2017,1466,YES,5,NO,---,---,---,---
14Sep2015,1743,NO,3,YES,22Feb2019,OK,OK,Damage
11Mar2016,1703,NO,2,NO,---,---,---,---
18Mar2019,411,YES,3,NO,---,---,---,---
23Jan2019,852,YES,4,NO,---,---,---,---
12Dec2019,22,NO,4,NO,---,---,---,---
24Aug2018,282,NO,1,NO,---,---,---,---
10Nov2016,1206,NO,3,NO,---,---,---,---
20Jul2017,1000,NO,1,NO,---,---,---,---
24Aug2019,69,NO,4,NO,---,---,---,---
22Nov2017,900,NO,2,NO,---,---,---,---
12Jan2017,452,NO,4,NO,---,---,---,---
22Jan2016,1516,NO,4,NO,---,---,---,---
10Feb2019,162,NO,5,NO,---,---,---,---
16Jun2017,286,NO,3,NO,---,---,---,---
22Oct2015,3252,YES,3,YES,12Dec2019,Damage,OK,OK
20Jul2018,407,NO,4,NO,---,---,---,---
16Jan2018,1199,YES,3,NO,---,---,---,---
21Jul2015,1917,YES,3,NO,---,---,---,---
11Feb2016,1249,NO,2,NO,---,---,---,---
25Sep2017,677,NO,5,NO,---,---,---,---
10Jun2015,2304,YES,5,YES,9Feb2018,OK,Damage,OK
24Aug2015,1245,NO,5,NO,---,---,---,---
20Sep2018,392,NO,2,NO,---,---,---,---
1Jun2019,199,NO,3,NO,---,---,---,---
24Sep2019,147,YES,3,NO,---,---,---,---
14Apr2016,2013,YES,4,NO,---,---,---,---
28Jan2016,1432,NO,3,NO,---,---,---,---
16Jan2016,687,NO,2,YES,7Nov2017,Damage,OK,OK
10Dec2015,2527,YES,3,YES,19Oct2019,Damage,OK,OK
29Dec2015,1342,YES,3,YES,12Feb2018,OK,OK,Damage
16Sep2015,1715,NO,5,NO,---,---,---,---
23Jun2018,1413,YES,1,NO,---,---,---,---
13Aug2016,2619,YES,1,NO,---,---,---,---
26Nov2016,919,NO,3,NO,---,---,---,---
26Sep2018,611,NO,3,NO,---,---,---,---
28May2016,1176,NO,3,NO,---,---,---,---
23Oct2018,250,YES,1,YES,29Sep2019,OK,OK,Damage
14May2015,2383,YES,2,YES,22Nov2017,Damage,OK,OK
10May2018,906,NO,5,NO,---,---,---,---
6Aug2019,297,YES,3,NO,---,---,---,---
18Nov2018,864,YES,3,YES,1Aug2019,Damage,OK,OK
14Sep2018,1013,YES,4,NO,---,---,---,---
6Aug2016,1393,NO,4,NO,---,---,---,---
4Mar2018,327,NO,3,NO,---,---,---,---
26Feb2017,1161,NO,5,NO,---,---,---,---
30Aug2016,1472,YES,4,NO,---,---,---,---
5Oct2018,590,NO,6,NO,---,---,---,---
8Feb2015,1429,NO,3,NO,---,---,---,---
11Dec2016,478,NO,4,NO,---,---,---,---
6Jul2016,3158,YES,1,YES,8Nov2019,Damage,OK,OK
3Nov2015,1192,NO,6,YES,10Sep2018,Damage,OK,OK
28Jan2018,925,NO,5,NO,---,---,---,---
3Jun2015,1612,NO,3,NO,---,---,---,---
31Jan2016,1166,NO,3,NO,---,---,---,---
25Dec2019,6,NO,4,NO,---,---,---,---
18Aug2015,1632,NO,1,NO,---,---,---,---
23Mar2015,2002,YES,4,YES,2Apr2017,Damage,OK,OK
30Jun2019,327,YES,2,NO,---,---,---,---
23Jul2017,474,YES,2,YES,9Mar2018,OK,OK,Damage
4Apr2015,2459,YES,2,YES,24Apr2018,OK,Damage,OK
13Nov2019,31,NO,5,NO,---,---,---,---
16Oct2015,803,NO,4,NO,---,---,---,---
29Dec2018,138,NO,3,NO,---,---,---,---
11Oct2015,1382,YES,4,YES,25Jan2017,Damage,OK,OK
17Feb2017,930,NO,5,NO,---,---,---,---
17Dec2015,2139,NO,3,NO,---,---,---,---
7Jul2018,512,NO,3,NO,---,---,---,---
2Jan2019,543,NO,5,NO,---,---,---,---
25Oct2019,170,YES,4,NO,---,---,---,---
29Mar2015,1778,NO,2,NO,---,---,---,---
16Nov2017,698,NO,3,YES,26Jul2019,OK,OK,Damage
7Feb2017,1458,NO,4,NO,---,---,---,---
3Jun2016,1575,NO,2,NO,---,---,---,---
22Sep2016,766,NO,2,NO,---,---,---,---
20Aug2019,113,NO,4,NO,---,---,---,---
15Jul2019,483,YES,4,NO,---,---,---,---
5Nov2019,40,NO,5,NO,---,---,---,---
30Dec2018,358,NO,4,NO,---,---,---,---
24Oct2015,2491,YES,5,YES,12Oct2019,Damage,OK,OK
14May2016,2003,YES,3,NO,---,---,---,---
26Oct2018,855,YES,4,NO,---,---,---,---
12Feb2019,185,NO,3,NO,---,---,---,---
3Oct2017,1142,YES,3,NO,---,---,---,---
22Sep2015,1214,NO,2,NO,---,---,---,---
17Oct2018,1068,YES,5,NO,---,---,---,---
8Jun2015,1440,NO,1,NO,---,---,---,---
3Jul2018,770,NO,3,NO,---,---,---,---
22Feb2019,573,YES,4,NO,---,---,---,---
17Jun2017,1112,NO,2,NO,---,---,---,---
26Sep2017,808,NO,5,NO,---,---,---,---
7May2018,1517,YES,6,NO,---,---,---,---
6Mar2015,1731,NO,3,NO,---,---,---,---
26Jul2015,2062,YES,4,YES,25Jul2017,Damage,OK,OK
9Jun2018,639,NO,4,YES,31Oct2019,Damage,OK,OK
27May2015,2123,YES,4,YES,30Aug2017,Damage,OK,OK
30Jul2016,2129,NO,2,NO,---,---,---,---
27Oct2018,574,NO,3,NO,---,---,---,---
1Oct2016,1976,NO,1,NO,---,---,---,---
2Sep2017,483,NO,4,NO,---,---,---,---
20Jun2019,124,NO,2,NO,---,---,---,---
28Mar2017,795,NO,3,NO,---,---,---,---
22Aug2016,1669,NO,1,NO,---,---,---,---
27Mar2015,877,YES,5,YES,16Dec2015,Damage,OK,OK
11Dec2016,1407,NO,4,NO,---,---,---,---
3Jun2016,1855,NO,2,NO,---,---,---,---
8May2016,1283,NO,4,NO,---,---,---,---
18Nov2017,576,NO,5,NO,---,---,---,---
23Feb2018,358,NO,1,NO,---,---,---,---
26Jul2016,1918,NO,3,NO,---,---,---,---
11Jun2018,1189,YES,3,NO,---,---,---,---
30Aug2017,766,NO,4,NO,---,---,---,---
19Oct2018,441,NO,2,NO,---,---,---,---
1Apr2018,1676,YES,4,NO,---,---,---,---
26Jun2017,949,NO,3,NO,---,---,---,---
24Mar2017,1575,YES,2,NO,---,---,---,---
8Aug2016,2101,YES,2,NO,---,---,---,---
30Apr2018,887,YES,1,NO,---,---,---,---
15Jan2015,1109,NO,3,NO,---,---,---,---
7Jan2017,1384,NO,7,NO,---,---,---,---
27Mar2019,653,YES,4,NO,---,---,---,---
15Nov2016,1811,NO,2,NO,---,---,---,---
18Mar2019,410,NO,4,NO,---,---,---,---
30Dec2016,1014,NO,5,NO,---,---,---,---
3Sep2018,381,NO,3,NO,---,---,---,---
10Sep2018,665,NO,2,NO,---,---,---,---
19Aug2016,2032,YES,2,NO,---,---,---,---
21Dec2018,949,YES,7,NO,---,---,---,---
20Jan2019,735,YES,3,NO,---,---,---,---
14Dec2019,10,NO,3,NO,---,---,---,---
3May2019,453,YES,2,NO,---,---,---,---
25Oct2015,2086,NO,3,NO,---,---,---,---
15Dec2017,1247,NO,2,NO,---,---,---,---
13Mar2016,1599,NO,3,NO,---,---,---,---
30May2017,1621,YES,2,NO,---,---,---,---
13Sep2018,560,NO,3,NO,---,---,---,---
20Feb2015,2018,NO,2,NO,---,---,---,---
30Sep2019,256,YES,3,NO,---,---,---,---
5Sep2019,382,YES,3,NO,---,---,---,---
14Jun2019,319,YES,4,NO,---,---,---,---
1Jan2018,764,NO,3,NO,---,---,---,---
7Aug2016,1366,NO,2,NO,---,---,---,---
8Apr2018,482,NO,2,NO,---,---,---,---
30Mar2016,2071,YES,3,NO,---,---,---,---
19Mar2019,660,YES,2,NO,---,---,---,---
11Oct2019,114,YES,2,NO,---,---,---,---
10Apr2017,453,NO,4,NO,---,---,---,---
10Sep2019,139,YES,3,NO,---,---,---,---
30Nov2015,2419,YES,3,YES,5Jan2019,OK,Damage,OK
4Dec2017,1103,NO,4,NO,---,---,---,---
30Dec2016,1059,NO,6,NO,---,---,---,---
11Oct2019,89,NO,2,NO,---,---,---,---
8Oct2015,1767,NO,1,NO,---,---,---,---
26Jun2017,2387,YES,3,YES,24Oct2019,Damage,OK,OK
18Sep2018,837,YES,4,NO,---,---,---,---
13Jan2016,1016,NO,3,NO,---,---,---,---
10Jan2017,553,NO,4,NO,---,---,---,---
26May2017,818,NO,1,NO,---,---,---,---
1Apr2017,1578,YES,1,NO,---,---,---,---
29Aug2017,953,NO,4,NO,---,---,---,---
12Nov2016,906,NO,2,YES,12Nov2018,OK,OK,Damage
19Apr2015,2150,NO,6,NO,---,---,---,---
30Apr2019,237,NO,4,NO,---,---,---,---
27Feb2017,849,NO,4,NO,---,---,---,---
14Jul2015,1023,YES,4,NO,---,---,---,---
8Sep2016,1416,NO,3,NO,---,---,---,---
25Feb2017,1951,YES,2,NO,---,---,---,---
10Jun2018,658,NO,6,NO,---,---,---,---
26Apr2015,1318,NO,5,NO,---,---,---,---
27Jun2016,1753,NO,4,NO,---,---,---,---
12Jun2017,2222,YES,6,NO,---,---,---,---
5Jun2018,736,NO,3,NO,---,---,---,---
24Jun2017,60,NO,1,NO,---,---,---,---
9Jul2018,757,NO,3,NO,---,---,---,---
19Mar2018,758,NO,2,NO,---,---,---,---
13Dec2016,1147,NO,4,NO,---,---,---,---
15Jul2017,859,NO,4,NO,---,---,---,---
31May2017,1238,NO,4,NO,---,---,---,---
20Sep2018,1102,YES,6,NO,---,---,---,---
16Dec2019,53,YES,2,NO,---,---,---,---
23Jun2017,661,NO,4,NO,---,---,---,---
11Sep2019,225,YES,2,NO,---,---,---,---
13Sep2017,1225,YES,1,NO,---,---,---,---
13Sep2019,114,NO,5,NO,---,---,---,---
30Jul2019,123,NO,2,NO,---,---,---,---
13Aug2017,1426,YES,1,NO,---,---,---,---
31Dec2018,1081,YES,2,NO,---,---,---,---
2Jan2016,1231,NO,3,NO,---,---,---,---
25Aug2019,124,NO,2,NO,---,---,---,---
31Jul2018,1038,YES,4,NO,---,---,---,---
26Oct2018,446,NO,1,NO,---,---,---,---
19Aug2017,447,NO,3,NO,---,---,---,---
16Jul2016,1534,NO,3,NO,---,---,---,---
31Dec2019,0,YES,2,NO,---,---,---,---
31Aug2017,377,YES,3,NO,---,---,---,---
18Feb2015,3514,YES,4,NO,---,---,---,---
26Mar2015,2223,NO,2,NO,---,---,---,---
5Feb2017,176,NO,2,YES,8Jun2017,OK,OK,Damage
29Nov2017,1024,NO,4,NO,---,---,---,---
28Aug2019,254,YES,2,NO,---,---,---,---
31Mar2017,1174,NO,4,NO,---,---,---,---
2Feb2015,1215,NO,3,NO,---,---,---,---
24Mar2019,209,NO,1,NO,---,---,---,---
26Dec2016,1060,YES,4,NO,---,---,---,---
10Jul2018,583,NO,2,NO,---,---,---,---
25Feb2018,742,NO,3,NO,---,---,---,---
5May2019,541,YES,1,NO,---,---,---,---
24Jan2017,1564,YES,3,NO,---,---,---,---
13Dec2019,11,NO,5,NO,---,---,---,---
17Nov2015,1211,NO,3,NO,---,---,---,---
31Dec2015,1873,NO,5,NO,---,---,---,---
4Apr2017,2019,YES,3,NO,---,---,---,---
17Apr2017,866,NO,4,NO,---,---,---,---
19Jul2019,227,YES,4,NO,---,---,---,---
20May2017,999,NO,4,NO,---,---,---,---
12Jun2015,1682,NO,1,NO,---,---,---,---
26May2016,2616,YES,5,NO,---,---,---,---
10Aug2019,397,YES,3,NO,---,---,---,---
19Oct2019,72,NO,3,NO,---,---,---,---
5Feb2019,682,YES,6,NO,---,---,---,---
13Nov2015,712,NO,4,YES,7Jan2019,OK,OK,Damage
17Jul2015,1032,NO,5,YES,10May2018,OK,OK,Damage
6Feb2017,2281,YES,4,NO,---,---,---,---
2May2015,2036,YES,4,YES,18May2017,Damage,OK,OK
5Mar2018,1012,YES,5,NO,---,---,---,---
27Jul2017,814,NO,4,NO,---,---,---,---
6Nov2017,1408,NO,3,NO,---,---,---,---
23Jan2018,1057,YES,6,NO,---,---,---,---
23Apr2017,1679,YES,3,NO,---,---,---,---
30May2019,190,NO,4,NO,---,---,---,---
9Jan2017,1111,NO,4,NO,---,---,---,---
4Jun2017,846,NO,2,NO,---,---,---,---
17Jul2017,2052,YES,3,NO,---,---,---,---
25Apr2018,517,NO,5,NO,---,---,---,---
11Jun2016,1668,NO,1,NO,---,---,---,---
4Jul2019,193,NO,2,NO,---,---,---,---
24Jul2016,1541,YES,2,NO,---,---,---,---
25May2019,161,NO,2,NO,---,---,---,---
30Jan2019,663,YES,2,NO,---,---,---,---
23Dec2018,247,NO,2,NO,---,---,---,---
28Aug2019,265,YES,1,NO,---,---,---,---
18Feb2018,1281,YES,4,NO,---,---,---,---
1Nov2015,1840,NO,4,NO,---,---,---,---
29Mar2018,1162,YES,4,YES,19Mar2019,Damage,OK,OK
10May2017,1800,YES,3,YES,4Jan2019,Damage,OK,OK
5Jun2019,286,NO,2,NO,---,---,---,---
27Oct2018,364,NO,2,NO,---,---,---,---
29Apr2019,271,NO,3,NO,---,---,---,---
12Feb2018,943,NO,3,NO,---,---,---,---
18May2017,549,NO,2,NO,---,---,---,---
2Sep2019,306,YES,4,NO,---,---,---,---
18Mar2018,479,NO,3,NO,---,---,---,---
28May2016,2442,YES,1,NO,---,---,---,---
10Oct2019,110,NO,4,NO,---,---,---,---
28Aug2016,932,NO,3,NO,---,---,---,---
25Aug2019,121,NO,2,NO,---,---,---,---
14Jun2018,298,NO,3,NO,---,---,---,---
27Oct2015,2621,YES,2,YES,13Jul2019,Damage,OK,OK
12Oct2016,1699,NO,4,NO,---,---,---,---
19Aug2019,206,YES,3,NO,---,---,---,---
20Nov2019,31,NO,3,NO,---,---,---,---
30Apr2017,821,NO,2,NO,---,---,---,---
12Jul2016,1515,NO,4,NO,---,---,---,---
16Apr2015,945,NO,4,YES,15Jun2018,Damage,OK,OK
13Mar2018,795,YES,2,NO,---,---,---,---
5Jul2019,343,YES,3,NO,---,---,---,---
21Feb2019,318,NO,4,NO,---,---,---,---
1Sep2017,1757,YES,1,NO,---,---,---,---
30Sep2015,1899,NO,6,YES,20Nov2019,Damage,OK,OK
2Mar2019,760,YES,4,NO,---,---,---,---
3May2019,437,YES,2,NO,---,---,---,---
14Nov2019,42,NO,3,NO,---,---,---,---
26May2015,1416,NO,5,NO,---,---,---,---
20Apr2019,250,NO,2,NO,---,---,---,---
27Nov2015,1936,NO,2,NO,---,---,---,---
22Oct2016,1239,YES,2,YES,21May2018,Damage,OK,OK
3Dec2019,57,YES,2,NO,---,---,---,---
26Mar2017,1081,NO,2,NO,---,---,---,---
16Apr2019,351,NO,3,NO,---,---,---,---
23Oct2015,1975,YES,3,YES,4Dec2018,OK,OK,Damage
10Dec2015,2272,YES,3,YES,11Apr2018,Damage,OK,OK
11Jan2016,1273,NO,6,NO,---,---,---,---
11Feb2015,2315,NO,2,NO,---,---,---,---
9Jun2018,1199,YES,3,NO,---,---,---,---
9Jan2015,1971,NO,3,YES,15Nov2019,OK,OK,OK
29Nov2016,1162,NO,2,NO,---,---,---,---
15Nov2019,23,NO,3,NO,---,---,---,---
22Sep2018,505,YES,2,NO,---,---,---,---
17Jul2019,170,YES,4,NO,---,---,---,---
27Dec2018,707,YES,3,NO,---,---,---,---
27Jan2016,1542,NO,3,NO,---,---,---,---
18Mar2018,360,NO,3,NO,---,---,---,---
9Jun2015,1759,NO,3,NO,---,---,---,---
22Sep2016,1935,YES,4,NO,---,---,---,---
20Nov2019,46,NO,4,NO,---,---,---,---
3May2015,2658,YES,1,YES,4Dec2018,OK,Damage,OK
23Jan2019,112,YES,6,YES,13Apr2019,OK,OK,Damage
23Sep2017,1141,YES,3,NO,---,---,---,---
24Mar2016,952,NO,5,NO,---,---,---,---
1Oct2015,1595,NO,2,NO,---,---,---,---
11Mar2017,1567,YES,5,NO,---,---,---,---
14Sep2018,1039,YES,3,NO,---,---,---,---
11Sep2019,254,YES,2,NO,---,---,---,---
25Nov2018,339,NO,3,NO,---,---,---,---
8Mar2019,649,YES,6,NO,---,---,---,---
13Feb2018,1345,YES,5,NO,---,---,---,---
25Aug2015,1308,YES,1,NO,---,---,---,---
1Oct2015,3497,YES,2,YES,29Aug2019,OK,Damage,OK
8Feb2018,1193,NO,3,NO,---,---,---,---
16Feb2016,2438,YES,2,YES,9Sep2019,Damage,OK,OK
3Apr2019,538,YES,2,NO,---,---,---,---
22Jul2016,1771,NO,4,NO,---,---,---,---
7Dec2018,408,NO,4,NO,---,---,---,---
16Oct2017,1219,YES,4,NO,---,---,---,---
17Jan2019,522,NO,5,NO,---,---,---,---
15Dec2019,41,YES,6,NO,---,---,---,---
29May2016,2556,YES,2,YES,24Oct2018,Damage,OK,OK
23Nov2015,2370,NO,4,NO,---,---,---,---
9Aug2018,639,NO,6,NO,---,---,---,---
29Jan2015,2413,YES,3,YES,3Jul2017,Damage,OK,OK
16Nov2019,118,YES,3,NO,---,---,---,---
5Apr2017,2349,YES,3,YES,1May2019,Damage,OK,OK
30Mar2015,1929,NO,2,NO,---,---,---,---
2Jan2016,1783,NO,2,NO,---,---,---,---
12Jul2015,1840,YES,3,NO,---,---,---,---
28Jan2015,1623,NO,3,YES,6Aug2018,Damage,OK,OK
30Aug2019,341,YES,3,NO,---,---,---,---
15Dec2015,413,NO,4,NO,---,---,---,---
7Nov2019,53,NO,2,NO,---,---,---,---
9Oct2016,1430,NO,4,YES,8Jun2019,Damage,OK,OK
30Aug2019,217,YES,2,NO,---,---,---,---
4Sep2015,745,NO,3,NO,---,---,---,---
9Apr2019,311,NO,2,NO,---,---,---,---
25Oct2018,564,NO,3,NO,---,---,---,---
15Mar2018,1266,YES,4,NO,---,---,---,---
2Feb2019,433,YES,2,NO,---,---,---,---
6Jul2017,1562,YES,4,NO,---,---,---,---
11Nov2016,1898,YES,4,NO,---,---,---,---
15Jun2019,380,YES,4,NO,---,---,---,---
7May2015,1535,NO,6,NO,---,---,---,---
16May2015,1626,NO,4,YES,30Sep2018,OK,OK,Damage
14Aug2018,509,NO,5,NO,---,---,---,---
7Oct2019,98,NO,3,NO,---,---,---,---
25Dec2015,1810,YES,2,YES,17Apr2019,OK,Damage,OK
7Mar2017,2634,YES,2,YES,12Jul2019,Damage,OK,OK
7Jan2016,1935,YES,2,YES,2May2018,Damage,OK,OK
18Aug2019,294,YES,5,NO,---,---,---,---
18Oct2017,753,NO,3,NO,---,---,---,---
15Nov2016,1626,NO,2,NO,---,---,---,---
28Oct2015,2230,YES,3,YES,17Jan2018,Damage,OK,OK
7Nov2019,62,NO,5,NO,---,---,---,---
2Dec2016,991,NO,2,NO,---,---,---,---
5Jun2017,1023,NO,1,NO,---,---,---,---
7Feb2016,1391,YES,5,YES,23Jun2018,Damage,OK,OK
3Sep2016,978,YES,1,YES,14Jan2019,Damage,OK,OK
6Apr2018,482,NO,6,NO,---,---,---,---
7Oct2018,743,NO,5,NO,---,---,---,---
29Dec2015,3012,YES,1,YES,20Sep2019,OK,Damage,OK
5Jun2016,2610,YES,3,YES,22Feb2019,Damage,OK,OK
31Dec2015,915,NO,2,YES,30Nov2018,OK,OK,Damage
31Oct2017,880,NO,2,NO,---,---,---,---
3Nov2015,2181,NO,2,NO,---,---,---,---
20Sep2019,135,YES,6,NO,---,---,---,---
10Jul2017,919,NO,3,NO,---,---,---,---
27Mar2015,2299,YES,4,YES,22Sep2017,Damage,OK,OK
10Jun2019,150,NO,2,NO,---,---,---,---
26Dec2015,1981,YES,3,YES,21Nov2017,Damage,OK,OK
8Dec2015,2895,YES,3,YES,7Sep2019,Damage,OK,OK
30Oct2017,1718,YES,3,NO,---,---,---,---
6Dec2017,388,NO,4,NO,---,---,---,---
7Nov2019,87,YES,4,NO,---,---,---,---
12Apr2016,1417,NO,3,NO,---,---,---,---
30Dec2018,257,NO,4,NO,---,---,---,---
10Sep2015,991,NO,3,YES,3Jan2018,OK,OK,Damage
23Mar2016,1761,NO,6,NO,---,---,---,---
24Apr2019,133,NO,2,NO,---,---,---,---
2Feb2018,1261,YES,4,NO,---,---,---,---
3Jun2016,1139,YES,5,YES,8Feb2018,OK,OK,Damage
8Apr2018,745,NO,4,NO,---,---,---,---
27Sep2019,89,NO,3,NO,---,---,---,---
18Apr2017,2147,YES,2,NO,---,---,---,---
25Mar2016,1314,YES,5,YES,3Jan2019,Damage,OK,OK
29Aug2017,2213,YES,2,YES,22Nov2019,Damage,OK,OK
21Sep2018,324,NO,5,NO,---,---,---,---
9Oct2015,3108,YES,5,NO,---,---,---,---
2May2019,408,YES,4,NO,---,---,---,---
23Mar2018,584,NO,3,NO,---,---,---,---
2Dec2019,50,YES,1,NO,---,---,---,---
20Oct2015,2913,YES,4,YES,22Jun2019,Damage,OK,OK
6Jan2016,1448,NO,3,NO,---,---,---,---
14Mar2019,582,YES,2,NO,---,---,---,---
26Aug2017,1326,YES,2,NO,---,---,---,---
1Aug2015,1474,NO,2,NO,---,---,---,---
16Feb2019,356,YES,3,NO,---,---,---,---
23Mar2019,435,NO,5,NO,---,---,---,---
16Jul2016,37,NO,4,YES,30Aug2016,OK,OK,Damage
8Jul2019,161,NO,2,NO,---,---,---,---
15Aug2018,977,YES,3,NO,---,---,---,---
1Jun2019,380,YES,5,NO,---,---,---,---
31Aug2016,1824,NO,2,NO,---,---,---,---
25Dec2019,9,NO,2,NO,---,---,---,---
23Aug2015,1777,YES,3,NO,---,---,---,---
20Feb2015,1457,NO,3,YES,29Sep2019,Damage,OK,OK
24Jan2015,1167,NO,5,YES,13Feb2018,OK,OK,Damage
8Feb2016,1651,NO,7,NO,---,---,---,---
25Jun2018,577,NO,5,NO,---,---,---,---
1Mar2015,2205,NO,1,YES,8Sep2019,OK,Damage,OK
30Oct2016,2770,YES,2,NO,---,---,---,---
26Jul2017,1230,YES,3,YES,10Nov2018,Damage,OK,OK
14Oct2019,168,YES,2,NO,---,---,---,---
10Jul2015,1424,YES,3,YES,13Nov2016,Damage,OK,OK
30Aug2015,3099,YES,3,NO,---,---,---,---
3Feb2018,694,NO,2,NO,---,---,---,---
24Jul2016,1109,NO,2,NO,---,---,---,---
12Jun2017,744,NO,4,NO,---,---,---,---
14Dec2018,512,NO,3,NO,---,---,---,---
28Jan2015,1354,NO,4,NO,---,---,---,---
26Dec2016,151,NO,2,YES,6Jun2017,OK,OK,Damage
15May2018,585,NO,3,NO,---,---,---,---
8Jun2018,1259,YES,4,NO,---,---,---,---
